label,sample_rate,frame_count,mean_1,std_1,mean_2,std_2,mean_3,std_3,mean_4,std_4,mean_5,std_5,mean_6,std_6,mean_7,std_7,mean_8,std_8,mean_9,std_9,mean_10,std_10,mean_11,std_11,mean_12,std_12,mean_13,std_13
asli,48000.0,1105.25,76.68330116566872,43.85258056125507,-23.5827833701084,34.31773875711199,25.73436973760738,23.48615064822208,6.292775693223145,17.65489906402471,-20.318875096816146,13.432712320019773,-1.1800443052823082,14.366444114901336,-3.952423900915337,11.174878171736705,-2.5993604427443984,8.953468442747667,-3.015341045618853,9.118121210216403,-6.465403745444889,7.792214889332398,0.2617203110903187,8.169079733113916,-2.7602452895957823,6.484723572886027,-4.678014205773944,5.932898547363577
cloning,32000.0,1049.75,58.19052715462619,49.64797032328839,-19.289170336135115,30.29692752768944,30.397283749707242,26.322914496266428,-23.335821931050237,19.56768217877495,-15.420418844275767,15.800737695026159,-8.152824005327973,14.460878647763801,-9.849000805498175,10.482684469881999,-7.378281657279865,9.946963025076254,-11.4079208279976,8.723965665138211,-1.5380531588451842,8.599650104046798,-8.8590258140166,7.4799972946811275,-6.174639204574754,7.706745451067836,-6.426032383678945,6.881269818002299
